type,date,impressions,clicks,cost_micros,currency
SL_Feed,2022-01-01,11984164,1247627,11275573051411
SL_Feed,2022-01-02,11298841,1350908,13249915791348
SL_Feed,2022-01-03,9621194,1338908,15113704485461
SL_Feed,2022-01-04,9561097,1338991,13247847465453
SL_Feed,2022-01-05,10302409,1348804,13158450989466
SL_Feed,2022-01-06,10447048,1346719,13202233194666
SL_Feed,2022-01-07,12585345,1696935,14326800925566
SL_Feed,2022-01-08,13678997,1905887,15711076632489
SL_Feed,2022-01-09,12428273,1730375,13905504607638
SL_Feed,2022-01-10,11331500,1538280,13773025337350
SL_Feed,2022-01-11,11074481,1467255,12788219391186
SL_Feed,2022-01-12,10888381,1436571,12008422466080
SL_Feed,2022-01-13,10735428,1433974,18418020059761
SL_Feed,2022-01-14,11335655,1660800,38626103428151
SL_Feed,2022-01-15,11962169,1655801,22426291712858
SL_Feed,2022-01-16,11738241,1567488,27510218992260
SL_Feed,2022-01-17,11346553,1560667,49224183927616
SL_Feed,2022-01-18,11260878,1510071,40873499000568
SL_Feed,2022-01-19,11004672,1460467,42942996096951
SL_Feed,2022-01-20,11093786,1487649,42902908333986
SL_Feed,2022-01-21,11097150,1404032,26686171273802
SL_Feed,2022-01-22,11429056,1493757,16623853737551
SL_Feed,2022-01-23,12120808,1518858,21891837269277
SL_Feed,2022-01-24,11801290,1430369,30220821691159
SL_Feed,2022-01-25,11584826,1427180,23666482677292
SL_Feed,2022-01-26,11802488,1470865,23169304176661
SL_Feed,2022-01-27,11451455,1351220,19865904859773
SL_Feed,2022-01-28,12064769,1337957,18307201556472
SL_Feed,2022-01-29,11920328,1373828,12150092263013
SL_Feed,2022-01-30,12519362,1379636,14054761165486
SL_Feed,2022-01-31,11863290,1324452,15201636159909
SL_Feed,2022-02-01,11369615,1283239,15442755463484
SL_Feed,2022-02-02,11000837,1273566,16823791064846
SL_Feed,2022-02-03,10982585,1285831,17926255867473
SL_Feed,2022-02-04,11078828,1287044,18857296175502
SL_Feed,2022-02-05,12015331,1283279,15631547108556
SL_Feed,2022-02-06,11586357,1326806,19201416451226
SL_Feed,2022-02-07,10785039,1294529,25719074002660
SL_Feed,2022-02-08,9949949,1221721,25450062796488
SL_Feed,2022-02-09,9706066,1209949,23809030272545
SL_Feed,2022-02-10,9295463,1174419,25992079735923
SL_Feed,2022-02-11,10090373,1207797,29543596972365
SL_Feed,2022-02-12,9541655,1013525,17327883615727
SL_Feed,2022-02-13,8636332,884276,15693856725212
SL_Feed,2022-02-14,7516707,778642,26943609400912
SL_Feed,2022-02-15,7764666,801018,25002130830228
SL_Feed,2022-02-16,7591904,745576,26580524114208
SL_Feed,2022-02-17,2086085,401827,21995313561520
SL_Feed,2022-02-18,1728462,349402,21279171194767
SL_Feed,2022-02-19,1425138,311515,11419035542731
SL_Feed,2022-02-20,1503742,319166,11612073886351
SL_Feed,2022-02-21,1893185,385669,25418268672452
SL_Feed,2022-02-22,1832028,366689,22990136395556
SL_Feed,2022-02-23,1826553,362715,22304417113570
SL_Feed,2022-02-24,1762216,351439,20965220121794
SL_Feed,2022-02-25,1630392,331560,18678275880657
SL_Feed,2022-02-26,1468359,306246,10360318716554
SL_Feed,2022-02-27,1484110,315304,9813449986419
SL_Feed,2022-02-28,1878803,367954,26079628858850
SL_Feed,2022-03-01,1705482,330284,21232476460272
SL_Feed,2022-03-02,1747583,352082,22352748029198
SL_Feed,2022-03-03,1702001,324134,21397953021562
SL_Feed,2022-03-04,1287179,214049,20028161981565
SL_Feed,2022-03-05,808611,138947,10999853349264
SL_Feed,2022-03-06,847005,147089,11236893889899
SL_Feed,2022-03-07,1062573,186694,24978310592281
SL_Feed,2022-03-08,950128,148633,22970771117269
SL_Feed,2022-03-09,1063872,205449,23630840125090
SL_Feed,2022-03-10,927904,186189,8977716855146
SL_Feed,2022-03-11,748080,134946,1920823102375
SL_Feed,2022-03-12,735516,153393,1748434866764
SL_Feed,2022-03-13,751463,156173,1734416272500
SL_Feed,2022-03-14,891666,187242,2468609327182
SL_Feed,2022-03-15,865351,185821,2209712485999
SL_Feed,2022-03-16,868692,182878,2371858463900
SL_Feed,2022-03-17,859777,174686,2248444800921
SL_Feed,2022-03-18,849526,169300,2053370942021
SL_Feed,2022-03-19,726781,148788,1725211399871
SL_Feed,2022-03-20,765536,155675,1560700678245
SL_Feed,2022-03-21,936454,189482,2011856985067
SL_Feed,2022-03-22,909464,182748,2411373132838
SL_Feed,2022-03-23,906660,181009,2555537420821
SL_Feed,2022-03-24,858698,170803,2607123647300
SL_Feed,2022-03-25,803470,159042,2511727118361
SL_Feed,2022-03-26,701260,140883,2260790121145
SL_Feed,2022-03-27,705792,142025,2239699936225
SL_Feed,2022-03-28,884024,179739,3322501958168
SL_Feed,2022-03-29,904551,182876,3272664616201
SL_Feed,2022-03-30,880098,183332,3061861748490
SL_Feed,2022-03-31,827207,173239,3709209108769
SL_Feed,2022-04-01,786700,167495,2403564276315
SL_Feed,2022-04-02,691084,148607,2271622822101
SL_Feed,2022-04-03,714726,157131,2024348501215
SL_Feed,2022-04-04,867843,190271,2665582175566
SL_Feed,2022-04-05,858478,186130,2790669121641
SL_Feed,2022-04-06,832476,180889,3326074756108
SL_Feed,2022-04-07,805904,176652,3058750720446
SL_Feed,2022-04-08,804293,170138,2462680811882
SL_Feed,2022-04-09,730843,150603,1988946437202
SL_Feed,2022-04-10,719607,155017,1985350164336
SL_Feed,2022-04-11,868159,181160,2811658595464
SL_Feed,2022-04-12,240267,62246,256759982092
SL_Asset,2022-01-01,22510,2195,29762250000
SL_Asset,2022-01-02,30870,3028,39394490000
SL_Asset,2022-01-03,34893,3235,49813430000
SL_Asset,2022-01-04,36100,3536,51433320000
SL_Asset,2022-01-05,35080,3254,45976660000
SL_Asset,2022-01-06,35026,3119,43464980000
SL_Asset,2022-01-07,34720,3141,47812650000
SL_Asset,2022-01-08,25587,2217,30435260000
SL_Asset,2022-01-09,33713,2974,32842240000
SL_Asset,2022-01-10,43669,3985,48636830000
SL_Asset,2022-01-11,47726,4081,48795710000
SL_Asset,2022-01-12,54904,4683,53326740000
SL_Asset,2022-01-13,53011,4476,52550920000
SL_Asset,2022-01-14,48591,4122,42998010000
SL_Asset,2022-01-15,30868,2525,29240850000
SL_Asset,2022-01-16,45065,3802,32134450000
SL_Asset,2022-01-17,62917,4727,52616610000
SL_Asset,2022-01-18,59710,4691,55173520000
SL_Asset,2022-01-19,56514,4484,55375260000
SL_Asset,2022-01-20,52952,4047,54643710000
SL_Asset,2022-01-21,49697,3848,48005170000
SL_Asset,2022-01-22,33047,2560,33714460000
SL_Asset,2022-01-23,43069,3402,35677460000
SL_Asset,2022-01-24,62019,4686,53020260000
SL_Asset,2022-01-25,56713,4690,56094960000
SL_Asset,2022-01-26,48273,3868,52804590000
SL_Asset,2022-01-27,46577,3969,51286130000
SL_Asset,2022-01-28,56009,4314,47963030000
SL_Asset,2022-01-29,37399,3096,34673680000
SL_Asset,2022-01-30,52010,4379,37094990000
SL_Asset,2022-01-31,68587,5303,52529130000
SL_Asset,2022-02-01,62025,4800,55135025315
SL_Asset,2022-02-02,61420,4833,60164453164
SL_Asset,2022-02-03,67665,6501,57839178543
SL_Asset,2022-02-04,91126,9335,67312503031
SL_Asset,2022-02-05,71260,8319,49918124833
SL_Asset,2022-02-06,87630,10375,51415453610
SL_Asset,2022-02-07,116592,12163,70298042440
SL_Asset,2022-02-08,237688,21012,96236093357
SL_Asset,2022-02-09,353783,35764,102465765827
SL_Asset,2022-02-10,1023288,127832,294949441407
SL_Asset,2022-02-11,1654819,248159,611536567077
SL_Asset,2022-02-12,2213278,380741,1819538791653
SL_Asset,2022-02-13,2651539,465427,2863469035247
SL_Asset,2022-02-14,2874748,481247,3748371962495
SL_Asset,2022-02-15,2958048,486974,3465136029944
SL_Asset,2022-02-16,4233616,504515,3637795375906
SL_Asset,2022-02-17,9016394,837443,6153922858686
SL_Asset,2022-02-18,9340443,876824,6267166188228
SL_Asset,2022-02-19,9751425,888930,6009255554636
SL_Asset,2022-02-20,10078222,902018,5617728137461
SL_Asset,2022-02-21,9204287,836357,5563591865536
SL_Asset,2022-02-22,9148054,806372,5077044940505
SL_Asset,2022-02-23,10460550,824495,5933565076805
SL_Asset,2022-02-24,10985614,805769,5696805719853
SL_Asset,2022-02-25,11148046,815182,6059121131040
SL_Asset,2022-02-26,12052196,853452,6717725284542
SL_Asset,2022-02-27,11785777,850765,6721223176184
SL_Asset,2022-02-28,10759941,803689,6057140371842
SL_Asset,2022-03-01,9557920,831756,6555124801995
SL_Asset,2022-03-02,9171320,793225,6700999609729
SL_Asset,2022-03-03,9232054,835129,7296973183526
SL_Asset,2022-03-04,9480428,914644,6217522403378
SL_Asset,2022-03-05,10319951,1004499,7439337616222
SL_Asset,2022-03-06,10518753,1053888,7517773665428
SL_Asset,2022-03-07,10128839,976736,6817328432630
SL_Asset,2022-03-08,9357180,803259,6309361676899
SL_Asset,2022-03-09,10967364,1295026,19348423308951
SL_Asset,2022-03-10,10077948,1262937,32107675579628
SL_Asset,2022-03-11,8821009,1078980,34371147743614
SL_Asset,2022-03-12,10106679,1271718,34383758858633
SL_Asset,2022-03-13,10340743,1252971,31590423947305
SL_Asset,2022-03-14,9615949,1213802,43863204587523
SL_Asset,2022-03-15,8618542,1140242,39084419456142
SL_Asset,2022-03-16,8430679,1137961,42677809256706
SL_Asset,2022-03-17,8692552,1145027,42650025977409
SL_Asset,2022-03-18,9085224,1186404,41544650245192
SL_Asset,2022-03-19,8988056,1123794,20639870893791
SL_Asset,2022-03-20,8897494,1151722,20823760757243
SL_Asset,2022-03-21,9242769,1144700,33597749403544
SL_Asset,2022-03-22,9254998,1106952,32682326075350
SL_Asset,2022-03-23,9114758,1140555,32854728529630
SL_Asset,2022-03-24,8870995,1139932,35165280020936
SL_Asset,2022-03-25,8951136,1149666,40678793098921
SL_Asset,2022-03-26,8321318,1111809,35327686047648
SL_Asset,2022-03-27,8614965,1087055,30017175861671
SL_Asset,2022-03-28,8898093,1126711,39326240615822
SL_Asset,2022-03-29,8532380,1120168,35279158573092
SL_Asset,2022-03-30,8122390,1088664,33841623422988
SL_Asset,2022-03-31,7866202,1103478,30615022698789
SL_Asset,2022-04-01,7940319,1204254,29839675427786
SL_Asset,2022-04-02,8137283,1192172,27708435097688
SL_Asset,2022-04-03,7802524,1173923,26512377455136
SL_Asset,2022-04-04,8078974,1120601,34276733047689
SL_Asset,2022-04-05,7994442,1097762,33201171278593
SL_Asset,2022-04-06,7589931,1058429,32043337684976
SL_Asset,2022-04-07,7511353,1043288,32263847217729
SL_Asset,2022-04-08,7176644,1021790,27248282894208
SL_Asset,2022-04-09,7324636,1027657,22697911648825
SL_Asset,2022-04-10,7124971,1033990,25295899087772
SL_Asset,2022-04-11,7357588,1026255,29304847740699
SL_Asset,2022-04-12,3093608,412187,32286792616678
SL_Asset,2022-04-13,101,19,4570000
